Name,Price,Price (Value),City,Full Location,Bedrooms,Area,Bathroom
"Ready For Sale, Locative Location, 8 Marla Newly Builds Home Located O","Rs.  27,000,000",27000000, Lahore,"OLC - Block B, Lahore",5,8 Marla,4
1 Kanal House Is Available For Sale In Bahria Town Nishtar Block Lahore,"Rs.  100,000,000",100000000, Lahore,"Bahria Town - Nishtar Block, Lahore",6,1 Kanal,1
5 Marla super luxury House Near to School,"Rs.  17,500,000",17500000, Lahore,"Park View Villas, Lahore",4,5 Marla,4
Prime Location 1 Kanal House Available In Mohafiz Town Phase 1 For sal,"Rs.  57,000,000",57000000, Lahore,"Mohafiz Town Phase 1, Lahore",4,1 Kanal,4
PARK FACING NEAR TO MASJID HOUSE FOR SALE IN WAPDA CITY FAISALABAD.,"Rs.  65,000,000",65000000, Faisalabad,"Wapda City, Faisalabad",1,20 Marla,1
BEAUTIFUL HOUSE FOR SALE 03203823393 03317469482 Whatsapp,"Rs.  5,500,000",5500000, Okara,"Government Colony, Okara",4,3.09 Marla,2
05 Marla Brand New Luxuary House For Sale In OLC A Block Bahia Orcahrd Raiwind Road Lahore.,"Rs.  15,000,000",15000000, Lahore,"OLC - Block A, Lahore",3,5 Marla,5
4.5marla brand new house for sell till floring wood wark attched bath,"Rs.  19,500,000",19500000, Lahore,"Cavalry Extension, Lahore",3,4 Marla,3
House Of 6 Marla Available In Media Town,"Rs.  25,000,000",25000000, Rawalpindi,"Media Town, Rawalpindi",4,6 Marla,4
10 Marla House For Sale In Punjab Coop Housing Society,"Rs.  36,000,000",36000000, Lahore,"Punjab Coop Housing Society, Lahore",4,10 Marla,5
Beautiful Location 1 Kanal Gray Structure House,"Rs.  50,000,000",50000000, Rawalpindi,"Bahria Hamlet, Rawalpindi",6,20 Marla,6
Villa For Sale In Rockland Villas,"Rs.  17,800,000",17800000, Khanpur,"Rockland Villas, Khanpur",2,"1,125 SQFT",3
ONE KANAL Fully Furnished Bungalow for Sale in DHA Phase 4,"Rs.  77,500,000",77500000, Lahore,"DHA Phase 4, Lahore",5,1 Kanal,6
"DHA Lahore Phase 7, 10 Marla Most Beautiful House Available For Sale","Rs.  40,000,000",40000000, Lahore,"DHA Phase 7, Lahore",4,10 Marla,5
7 Marla Brand New House Is Available for Sale in Sector M7-A Lake City Lahore,"Rs.  29,000,000",29000000, Lahore,"Lake City - Sector M-7A, Lahore",5,7 Marla,6
Prime Location,"Rs.  20,000,000",20000000, Lahore,"Ichhra, Lahore",3,9 Marla,3
5 marla brand new house for sale,"Rs.  18,500,000",18500000, Lahore,"Park View City - Jade Extension Block, Lahore",4,5 Marla,4
5 Marla lavish house available for Sale DHA9,"Rs.  26,000,000",26000000, Lahore,"DHA 9 Town - Block D, Lahore",3,5 Marla,4
Looking For A House In Citi Housing Society,"Rs.  25,000,000",25000000, Gujranwala,"Citi Housing Society, Gujranwala",6,10 Marla,6
7 Beds 4th Story VIP House for Sale,"Rs.  29,000,000",29000000, Lahore,"Allama Iqbal Town - Asif Block, Lahore",6,5 Marla,6
1 Kanal Eye Catching Most Luxury Modern Design House for Sale,"Rs.  81,500,000",81500000, Lahore,"DHA Phase 6, Lahore",5,20 Marla,6
1.75 marla house for sale / double story house / bilal ganj commercial,"Rs.  7,000,000",7000000, Lahore,"Bilal Gunj - Block A, Lahore",2,1.75 Marla,2
Prime Location VIP Double Story House for SALE,"Rs.  45,000,000",45000000, Lahore,"Allama Iqbal Town - Pak Block, Lahore",5,18 Marla,6
FULLY FURNISHED 1 KANAL TOP LOCATION HOUSE AVAILABLE FOR SALE IN NESPAK PHASE 2,"Rs.  65,000,000",65000000, Lahore,"Nespak Scheme Phase 2, Lahore",6,1 Kanal,6
1 KANAL BEST LOCATION SINGLE STORY HOUSE AVAILABLE FOR SALE IN NESPAK PHASE 2,"Rs.  42,500,000",42500000, Lahore,"Nespak Scheme Phase 2 - Block B, Lahore",1,1 Kanal,1
House In Lahore Motorway City For sale,"Rs.  40,000,000",40000000, Lahore,"Lahore Motorway City, Lahore",3,1 Kanal,3
House Sized 1 Kanal Is Available For sale In Lahore Motorway City,"Rs.  40,000,000",40000000, Lahore,"Lahore Motorway City, Lahore",3,1 Kanal,3
Ready To Buy A House In Lahore Motorway City Lahore Motorway City,"Rs.  40,000,000",40000000, Lahore,"Lahore Motorway City, Lahore",3,1 Kanal,3
BEST LOCATION 1 KANAL SINGLE STORY HOUSE AVAILABLE FOR SALE IN NESPAK PHASE 2 - BLOCK C,"Rs.  42,500,000",42500000, Lahore,"Nespak Scheme Phase 2 - Site 1, Lahore",1,1 Kanal,1
1 KANAL DOUBLE STORY HOUSE AVAILABLE FOR SALE IN NESPAK PHASE 2 - BLOCK C,"Rs.  58,000,000",58000000, Lahore,"Nespak Scheme Phase 2 - Site 1, Lahore",5,1 Kanal,5
10 MARLA HOT LOCATION DOUBLE STORY HOUSE AVAILABLE FOR SALE IN NESPAK PHASE 2 - BLOCK C,"Rs.  28,500,000",28500000, Lahore,"Nespak Scheme Phase 2 - Site 1, Lahore",5,10 Marla,5
2.5 Marla House at MURAD PUR near China Chowk,"Rs.  4,500,000",4500000, Sialkot,"Muradpur, Sialkot",2,2 Marla,1
FACING PARK 5 MARLA DOUBLE-STORY HOUSE AVAILABLE FOR SALE IN NESPAK PHASE 2,"Rs.  20,000,000",20000000, Lahore,"Nespak Scheme Phase 2, Lahore",3,5 Marla,3
1 Kanal House For sale Is Available In Lahore Motorway City,"Rs.  40,000,000",40000000, Lahore,"Lahore Motorway City, Lahore",3,1 Kanal,3
House Of 1 Kanal In Lahore Motorway City Is Available,"Rs.  40,000,000",40000000, Lahore,"Lahore Motorway City, Lahore",3,1 Kanal,3
5 marla luxury house available for sale,"Rs.  16,000,000",16000000, Lahore,"Bahria Town - Tipu Sultan Block Extension, Lahore",3,5 Marla,4
House For sale In Tajpura,"Rs.  7,000,000",7000000, Lahore,"Tajpura, Lahore",1,1.5 Marla,1
Corner,"Rs.  5,500,000",5500000, Lahore,"Tajpura, Lahore",1,3 Marla,1
House For sale In Salli Town,"Rs.  9,000,000",9000000, Lahore,"Salli Town, Lahore",1,2 Marla,1
5 Marla House For sale In Garrison Homes,"Rs.  17,000,000",17000000, Lahore,"Garrison Homes - Phase 1, Lahore",1,5 Marla,1
Ideal House Is Available For sale In Lahore,"Rs.  15,000,000",15000000, Lahore,"Urban Villas, Lahore",1,4 Marla,1
Beautiful Designer House For Sale,"Rs.  38,000,000",38000000, Rawalpindi,"Bahria Town Phase 8 - Block J, Rawalpindi",5,10 Marla,6
A Centrally Located House Is Available For sale In Lahore,"Rs.  12,000,000",12000000, Lahore,"Urban Villas, Lahore",1,3 Marla,1
Prime Location House Spread Over 12 Marla In Bahria Town Phase 7 Available,"Rs.  46,500,000",46500000, Rawalpindi,"Bahria Town Phase 7, Rawalpindi",5,12 Marla,6
Owner Build House Bach to Main Peco Road,"Rs.  35,000,000",35000000, Lahore,"Government Employees Cooperative Housing Society (GECHS) - Phase 3, Lahore",4,15 Marla,5
5 Marla Beautiful Brand New House - Model City 1 Faisalabad,"Rs.  19,000,000",19000000, Faisalabad,"Model City 1, Faisalabad",3,5 Marla,5
Township main road VIP Ghr VIP location pahlay aye pahlay paye baishumar ghr,"Rs.  13,000,000",13000000, Lahore,"Township - Sector B1, Lahore",3,5 Marla,3
5 Marla Tripple story house for sale,"Rs.  14,500,000",14500000, Lahore,"Rizwan Garden Scheme, Lahore",6,5 Marla,6
BRAND NEW 12 MARLA HOUSE Available For Sale in Media Town Block D Rawalpindi,"Rs.  57,000,000",57000000, Rawalpindi,"Media Town - Block D, Rawalpindi",6,12 Marla,6
House for sale diamond city sialkot,"Rs.  25,000,000",25000000, Sialkot,"Diamond City, Sialkot",4,6 Marla,5
4.5 Marla Corner Single Story House available for sale  investor price,"Rs.  11,500,000",11500000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",2,4 Marla,2
1 KANAL HOUSE FOR SALE IN BEACON HOUSE ESTATE,"Rs.  49,800,000",49800000, Lahore,"AWT Phase 2, Lahore",6,20 Marla,1
10 Marla Brand New Ideal Banglaw for Sale in Wapda Town,"Rs.  49,500,000",49500000, Lahore,"Wapda Town Phase 1, Lahore",5,10 Marla,6
10 Marla Beautiful Corner House On Hottest Location Of Lahore,"Rs.  45,000,000",45000000, Lahore,"Wapda Town Phase 1, Lahore",5,10 Marla,6
10 Marla House For Sale,"Rs.  40,000,000",40000000, Lahore,"Bahria Town - Nargis Block, Lahore",5,10 Marla,6
Triple Story 3 Marla Beautiful house,"Rs.  8,500,000",8500000, Lahore,"Mansoorah, Lahore",4,3 Marla,4
4 Kanal Top Location Worth Seeing Bungalow For Sale In GECHS,"Rs.  150,000,000",150000000, Lahore,"Township - Sector A1, Lahore",6,4 Kanal,6
5 Marla Beautiful House For Rent,"Rs.  25,000,000",25000000, Lahore,"DHA 9 Town, Lahore",4,5 Marla,5
4 Marla House Is Available For Sale In Lahore Medical Housing Society Lahore,"Rs.  16,000,000",16000000, Lahore,"Lahore Medical Housing Society, Lahore",3,4 Marla,4
10 Marla House Facing Park For Sale in Valancia Town Lahore,"Rs.  38,000,000",38000000, Lahore,"Valencia - Block K1, Lahore",4,10 Marla,6
"7 Marla, Double Story, 3 Beds with attached bath, Corner, with 3 Marla Lawn","Rs.  22,000,000",22000000, Rawalpindi,"Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi",3,7 Marla,3
4 Marla brand new house for sale,"Rs.  13,500,000",13500000, Lahore,"Lahore Medical Housing Society, Lahore",3,4 Marla,3
4 Marla brand new house for sale,"Rs.  16,500,000",16500000, Lahore,"Lahore Medical Housing Society, Lahore",3,4 Marla,4
5 Marla Brand New House Available For Sale At The Locative Location In Eastern-ext,"Rs.  18,900,000",18900000, Lahore,"Bahria Orchard Phase 1 - Eastern, Lahore",3,5 Marla,4
8 Marla Brand New Beautiful and Well Constructed House at Excellent Location is For Sale in Bahria Orchard Phase 2 - D Block Lahore,"Rs.  22,000,000",22000000, Lahore,"Bahria Orchard Phase 2, Lahore",5,8 Marla,5
10 Marla Designer House for Sale in Bahria Phase 8,"Rs.  49,500,000",49500000, Rawalpindi,"Bahria Town Phase 8, Rawalpindi",4,10 Marla,5
Prime Location 5 Marla House Available In Snober City For sale,"Rs.  15,500,000",15500000, Rawalpindi,"Snober City, Rawalpindi",4,5 Marla,6
8 Marla House For Sale New Afsha Colony Range Road.,"Rs.  13,000,000",13000000, Rawalpindi,"Range Road, Rawalpindi",2,8 Marla,2
10 Marla Brand New House on 50 Feet Road Near Canal Bank Road Lahore,"Rs.  48,000,000",48000000, Lahore,"Izmir Town, Lahore",5,10 Marla,5
6 Marla House For Sale in Rafi Block Bahria Town Lahore,"Rs.  21,200,000",21200000, Lahore,"Bahria Town - Rafi Block, Lahore",3,6 Marla,4
Triple story Brand New 3 Marla Ghar,"Rs.  8,900,000",8900000, Lahore,"Sarwar Town, Lahore",4,3 Marla,4
5 Marla Very Low Price House On Installments In Bahria Orchard Lahore,"Rs.  8,500,000",8500000, Lahore,"Bahria Orchard, Lahore",3,5 Marla,3
Prime Location 5 Marla Modern Designed House Available For Sale in Lahore Villas,"Rs.  16,500,000",16500000, Lahore,"Lahore Villas, Lahore",3,5 Marla,3
12 marla house for sale,"Rs.  25,000,000",25000000, Lahore,"Lahore Medical Housing Society, Lahore",3,12 Marla,3
restaurant container dry container site office container prefab home,"Rs.  1,100,000",1100000, Lahore,"Canal View, Lahore",1,320 Marla,1
Safari Villas 3 House For Sale,"Rs.  38,000,000",38000000, Rawalpindi,"Bahria Town - Safari Villas 3, Rawalpindi",3,11 Marla,4
5m brand new house for sale at paragon city,"Rs.  24,000,000",24000000, Lahore,"Paragon City, Lahore",3,5 Marla,4
Butiful House In Low Budget For Sale,"Rs.  13,500,000",13500000, Lahore,"Military Accounts Society - Block C, Lahore",3,4 Marla,4
Basement house 5 Marla,"Rs.  24,900,000",24900000, Lahore,"DHA 9 Town, Lahore",4,5 Marla,5
10 MARLA HOUSE FOR SALE IN GHULSHAN ABAD ADAILA ROAD RAWALPINDI,"Rs.  28,500,000",28500000, Rawalpindi,"Adiala Road, Rawalpindi",6,10 Marla,6
"Dha Phase 6, H Block 1 Kanal Furnished House For Sale","Rs.  195,000,000",195000000, Lahore,"DHA Phase 6 - Block H, Lahore",5,1 Kanal,5
10 Marla Corner Used House For Sale Phase 4,"Rs.  42,500,000",42500000, Lahore,"DHA Phase 4, Lahore",4,10 Marla,5
3.5 Marla Old House Is Available For Sale In Johar Town Phase 2 Lahore,"Rs.  15,000,000",15000000, Lahore,"Johar Town Phase 2, Lahore",4,3 Marla,4
8 Marla Very Beautifull House for sale at very Beautifull House near U,"Rs.  30,000,000",30000000, Lahore,"Johar Town Phase 1, Lahore",5,8 Marla,5
Book 3 Marla Double Storey House For Sale On 3 Years Installment Plan,"Rs.  9,000,000",9000000, Lahore,"Thokar Niaz Baig, Lahore",3,3 Marla,4
3 Years Installment Plus Cash Based 3 Marla House in New Lahore City,"Rs.  8,100,000",8100000, Lahore,"New Lahore City, Lahore",3,3 Marla,3
5 Marla Corner House Double story brand new,"Rs.  11,500,000",11500000, Lahore,"Kahna, Lahore",4,5 Marla,5
Get Your Hands On House In Media Town Best Area,"Rs.  55,000,000",55000000, Rawalpindi,"Media Town, Rawalpindi",6,"2,800 SQFT",6
Paragon City 5 Marla Beautiful Spanish House For Sale,"Rs.  25,000,000",25000000, Lahore,"Paragon City - Woods Block, Lahore",3,5 Marla,4
5 Marla double in Dhoke Gujra near progressive school near i-14,"Rs.  11,400,000",11400000, Rawalpindi,"Range Road, Rawalpindi",6,5 Marla,6
3 Years Installment Plus Cash Based 5 Marla Spanish House Near Thokar Niazbaig Lahore,"Rs.  14,000,000",14000000, Lahore,"Thokar Niaz Baig, Lahore",4,5 Marla,4
Looking For A House In Bahria Town Phase 2 Rawalpindi,"Rs.  108,000,000",108000000, Rawalpindi,"Bahria Town Phase 2, Rawalpindi",6,1 Kanal,7
3 Marla Brand New Spanish House For Sale In Pcsir Staff Colony,"Rs.  12,500,000",12500000, Lahore,"PCSIR Staff Colony, Lahore",3,3 Marla,3
5 Marla Modern House for Sale in Citi Housing Sialkot.,"Rs.  17,000,000",17000000, Sialkot,"Citi Housing Society, Sialkot",3,5 Marla,4
"5 Marla House Slighty used For Sale In DHA Phase 5 Lahore Cantt,","Rs.  25,500,000",25500000, Lahore,"DHA Defence, Lahore",3,5 Marla,4
1 Kanal House for Sale DHA Phase 4,"Rs.  65,000,000",65000000, Lahore,"DHA Phase 4 - Block FF, Lahore",5,1 Kanal,6
5 Marla Brand New Luxurious House For Sale in Lahore,"Rs.  15,000,000",15000000, Lahore,"Park View Villas, Lahore",4,5 Marla,4
10 Marla House For sale In Bahria Town Phase 3,"Rs.  45,000,000",45000000, Rawalpindi,"Bahria Town Phase 3, Rawalpindi",5,10 Marla,5
"Bahria Town Phase 8, 17 Marla Furnished House, Perfectly Constructed,","Rs.  52,500,000",52500000, Rawalpindi,"Bahria Town Phase 8, Rawalpindi",5,17 Marla,6
3 Years Installment Plus Cash Based 3 Marla Spanish House Near Thokar Niazbaig Lahore,"Rs.  8,100,000",8100000, Lahore,"Thokar Niaz Baig, Lahore",3,3 Marla,3
3 Years Installment Plus Cash Based 5 Marla Spanish House In Dha Lahore,"Rs.  25,000,000",25000000, Lahore,"DHA 9 Town, Lahore",3,5 Marla,3
Own A House In 5 Marla Model Town,"Rs.  24,000,000",24000000, Lahore,"Model Town, Lahore",4,5 Marla,4
Ready To Buy A House In Model Town Model Town,"Rs.  24,000,000",24000000, Lahore,"Model Town, Lahore",4,5 Marla,4
5 Marla House In Stunning Model Town Is Available For sale,"Rs.  24,000,000",24000000, Lahore,"Model Town, Lahore",4,5 Marla,4
Buy 5 Marla House At Highly Affordable Price,"Rs.  24,000,000",24000000, Lahore,"Model Town, Lahore",4,5 Marla,4
Reserve A House Of 5 Marla Now In Model Town,"Rs.  24,000,000",24000000, Lahore,"Model Town, Lahore",4,5 Marla,4
Model Town House Sized 5 Marla For sale,"Rs.  24,000,000",24000000, Lahore,"Model Town, Lahore",4,5 Marla,4
A House Of 5 Marla In Model Town,"Rs.  24,000,000",24000000, Lahore,"Model Town, Lahore",4,5 Marla,4
House Sized 5 Marla Is Available For sale In Model Town,"Rs.  24,000,000",24000000, Lahore,"Model Town, Lahore",4,5 Marla,4
In Model Town House For sale Sized 5 Marla,"Rs.  24,000,000",24000000, Lahore,"Model Town, Lahore",4,5 Marla,4
House Of 5 Marla Available In Model Town,"Rs.  24,000,000",24000000, Lahore,"Model Town, Lahore",4,5 Marla,4
Buying A House In Model Town Model Town?,"Rs.  24,000,000",24000000, Lahore,"Model Town, Lahore",4,5 Marla,4
Main college road Kay uper double story very hot location Ghr he ghr,"Rs.  11,200,000",11200000, Lahore,"College Road, Lahore",3,3 Marla,4
1 Kanal Beautifully Designed Modern House for Sale DHA Phase 4,"Rs.  52,500,000",52500000, Lahore,"DHA Phase 4, Lahore",5,1 Kanal,6
Single Storey 5 Marla House Available In Lahore Motorway City For sale,"Rs.  5,500,000",5500000, Lahore,"Lahore Motorway City, Lahore",2,5 Marla,2
Single Storey 5 Marla House For sale In Lahore Motorway City Lahore Mo,"Rs.  5,500,000",5500000, Lahore,"Lahore Motorway City, Lahore",2,5 Marla,2
5 Marla House Up For sale In Lahore Motorway City,"Rs.  5,500,000",5500000, Lahore,"Lahore Motorway City, Lahore",2,5 Marla,2
Highly-coveted 1 Kanal House Is Available In Lahore Motorway City For,"Rs.  40,000,000",40000000, Lahore,"Lahore Motorway City, Lahore",3,1 Kanal,3
House For sale In Lahore Motorway City,"Rs.  40,000,000",40000000, Lahore,"Lahore Motorway City, Lahore",3,1 Kanal,3
Buy A House Of 1 Kanal In Lahore Motorway City,"Rs.  40,000,000",40000000, Lahore,"Lahore Motorway City, Lahore",3,1 Kanal,3
1 Kanal House In Lahore Motorway City For sale,"Rs.  40,000,000",40000000, Lahore,"Lahore Motorway City, Lahore",3,1 Kanal,3
5 Marla LDA Approved Jade Block Brand new house,"Rs.  21,500,000",21500000, Lahore,"Park View City - Jade Block, Lahore",4,5 Marla,4
Township main road VIP Ghr VIP location pahlay aye pahlay paye baishum,"Rs.  13,000,000",13000000, Lahore,"Township - Sector B1, Lahore",3,5 Marla,3
5 Marla Beautiful House for sale in Park View City Lahore,"Rs.  17,900,000",17900000, Lahore,"Park View Villas, Lahore",4,5 Marla,4
10 Marla House Is Available For sale In Bahria Town Phase 4,"Rs.  46,000,000",46000000, Rawalpindi,"Bahria Town Phase 4, Rawalpindi",5,10 Marla,5
Brand New 1 Kanal Luxurious House Available For Sale,"Rs.  65,000,000",65000000, Lahore,"State Life Phase 1 - Block E, Lahore",5,1 Kanal,6
5 Marla Beautiful House For Sale Hundred Percent Original Pics,"Rs.  17,000,000",17000000, Lahore,"State Life Phase 1 - Block A, Lahore",3,5 Marla,3
3 Marla Double story house for sale in asif block,"Rs.  15,000,000",15000000, Lahore,"Allama Iqbal Town - Asif Block, Lahore",3,3 Marla,3
10 Marla Double Story House is Available For Sale In Gulshan Abad Sect,"Rs.  29,000,000",29000000, Rawalpindi,"Gulshan Abad Sector 2, Rawalpindi",6,10 Marla,6
5 Marla Residential House For Sale In Jinnah Block Sector E Bahria Town Lahore,"Rs.  17,000,000",17000000, Lahore,"Bahria Town - Jinnah Block, Lahore",3,5 Marla,5
Limited Offer Facing Brb Canal Corner 5 Kanal Farmhouse For Sale On Bedian Road,"Rs.  22,500,000",22500000, Lahore,"Bedian Road, Lahore",1,5 Kanal,1
5 Marla Beautiful New house Available For Sale In Sheikh Collony Sialkot,"Rs.  19,500,000",19500000, Sialkot,"Chenab Rangers Road, Sialkot",4,5 Marla,5
7.4 Marla Corner Single Storey House A2 Township,"Rs.  19,000,000",19000000, Lahore,"Township - Sector A2, Lahore",3,7 Marla,3
brand new 8 marla double house for sale,"Rs.  27,000,000",27000000, Rawalpindi,"Airport Housing Society, Rawalpindi",6,8 Marla,6
Fully Furnished 10 Marla House Available In TIP Housing Society - Phase 2 For sale,"Rs.  35,000,000",35000000, Lahore,"TIP Housing Society - Phase 2, Lahore",4,10 Marla,5
12 Marla Furnished Beautiful and Well Constructed House at Excellent Location is For Sale in Safari Villas Bahria Town Lahore,"Rs.  35,000,000",35000000, Lahore,"Bahria Town - Safari Villas, Lahore",5,12 Marla,6
Brand New 7 Marla House On Investor Price In Ali Block Bahria Town,"Rs.  25,500,000",25500000, Rawalpindi,"Bahria Town Phase 8 - Ali Block, Rawalpindi",6,7 Marla,5
2.5 Marla House at MURAD PUR near China Chowk 4 Sale,"Rs.  4,500,000",4500000, Sialkot,"Muradpur, Sialkot",2,2 Marla,1
5 Marla Brand New House For Sale In Sector M-7B Lake City Lahore,"Rs.  23,000,000",23000000, Lahore,"Lake City - Sector M-7B, Lahore",4,5 Marla,5
Prime Location 10 Marla House In Bahria Town - Overseas Extension Is Best Option,"Rs.  40,000,000",40000000, Lahore,"Bahria Town - Overseas Extension, Lahore",5,10 Marla,6
5 Marla House for sale in Canal Garden Lahore,"Rs.  21,500,000",21500000, Lahore,"Canal Garden - Block A, Lahore",5,5 Marla,6
3 Marla Brand New House On Prime Location Available For Sale In New Lahore City,"Rs.  8,600,000",8600000, Lahore,"New Lahore City - Phase 2, Lahore",3,3 Marla,3
Brand New 5 Marla Double Storey House For Sale,"Rs.  13,500,000",13500000, Rawalpindi,"Airport Housing Society, Rawalpindi",3,5 Marla,4
7 Marla double story house for sale,"Rs.  25,000,000",25000000, Lahore,"Mughalpura, Lahore",5,7 Marla,6
7 Marla Brand New House For Sale In Johar Town,"Rs.  30,000,000",30000000, Lahore,"Johar Town, Lahore",5,7 Marla,6
10 Marla Double Story House is Available For Sale In Gulshan Abad Sector # 2 Rawalpindi,"Rs.  26,500,000",26500000, Rawalpindi,"Gulshan Abad Sector 2, Rawalpindi",5,10 Marla,3
10 Marla Full Basement Semi Commercial House For Sale Main D Ground.,"Rs.  54,000,000",54000000, Faisalabad,"Peoples Colony No 1, Faisalabad",5,10 Marla,6
Looking For A House In Media Town,"Rs.  27,500,000",27500000, Rawalpindi,"Media Town, Rawalpindi",4,6 Marla,4
8 Marla Pair Each price Brand new Dubble storey House available for sa,"Rs.  28,000,000",28000000, Lahore,"Military Accounts Housing Society, Lahore",5,8 Marla,6
Luxury and Stylish Farm House For Luxury Living,"Rs.  55,000,000",55000000, Lahore,"Bedian Road, Lahore",2,4 Kanal,2
Ideal 5 Marla House Available In Citi Housing Society - Block A Extens,"Rs.  17,000,000",17000000, Sialkot,"Citi Housing Society - Block A Extension, Sialkot",3,5 Marla,4
Buy your ideal 22 Marla House in a prime location of Rawalpindi,"Rs.  47,500,000",47500000, Rawalpindi,"Gulshan Abad Sector 2, Rawalpindi",6,22 Marla,6
10 Marla Brand New Modern House For Sale In Southern Block Phase 1 Bahria Orchard Raiwind Road Lahore.,"Rs.  33,000,000",33000000, Lahore,"Bahria Orchard Phase 1 - Southern, Lahore",5,10 Marla,6
5 Marla Modern Design House For Sale In Sector D Block AA Bahria Town Lahore,"Rs.  18,500,000",18500000, Lahore,"Bahria Town - Block AA, Lahore",3,5 Marla,4
